update,reward,rate,terminal_time_min,steps,episodes,combo_id,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT
1,train,nan,nan,nan,nan,0,0.5021629333496094,1.0043258666992188,330,30,0.3,1,5,5,6,6.0
2,train,nan,nan,nan,nan,0,0.5037801861763,1.0075603723526,330,30,0.3,1,5,5,6,6.0
3,train,nan,nan,nan,nan,0,0.5007153749465942,1.0014307498931885,330,30,0.3,1,5,5,6,6.0
1,train,163.25519006902522,0.40176564055176733,365.90909090909093,731.8181818181819,11,0.22338034212589264,0.4467606842517853,1,2,0.1,0.33,5,5,6,5.5
2,train,118.72156642033504,0.35832995070396634,312.1923076923077,624.3846153846154,13,0.1896214634180069,0.3792429268360138,1,2,0.1,0.33,5,5,6,5.5
3,train,171.73898,0.4233331,396.8,793.6,10,0.21670103073120117,0.43340206146240234,1,2,0.1,0.33,5,5,6,5.5
4,train,154.90704,0.38951528,369.77272727272725,739.5454545454545,11,0.21041804552078247,0.42083609104156494,1,2,0.1,0.33,5,5,6,5.5
5,train,131.31654993693033,0.3715169288528681,337.75,675.5,12,0.19479045271873474,0.3895809054374695,1,2,0.1,0.33,5,5,6,5.5
5,eval,1087.8445068359374,2.7852057456970214,379.0,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
6,train,139.5529352823893,0.4034862540780552,330.0,660.0,12,0.20662015676498413,0.41324031352996826,1,2,0.1,0.33,5,5,6,5.5
7,train,151.8283708745783,0.39025630425660185,356.59090909090907,713.1818181818181,11,0.20754298567771912,0.41508597135543823,1,2,0.1,0.33,5,5,6,5.5
8,train,155.11128,0.44505548,339.0,678.0,12,0.22770163416862488,0.45540326833724976,1,2,0.1,0.33,5,5,6,5.5
9,train,172.34427,0.43515807,380.05,760.1,10,0.22848504781723022,0.45697009563446045,1,2,0.1,0.33,5,5,6,5.5
10,train,165.58570168235084,0.4296363068710674,372.04545454545456,744.0909090909091,11,0.22234350442886353,0.44468700885772705,1,2,0.1,0.33,5,5,6,5.5
10,eval,1087.8445068359374,2.7852057456970214,379.0,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
11,train,193.22517,0.43018287,415.6666666666667,831.3333333333334,9,0.23046210408210754,0.4609242081642151,1,2,0.1,0.33,5,5,6,5.5
12,train,227.45561,0.4764702,462.375,924.75,8,0.23944485187530518,0.47888970375061035,1,2,0.1,0.33,5,5,6,5.5
13,train,186.50060577392577,0.4363284839701107,405.1,810.2,10,0.23133867979049683,0.46267735958099365,1,2,0.1,0.33,5,5,6,5.5
14,train,170.06552,0.4103392,403.35,806.7,10,0.20906396210193634,0.4181279242038727,1,2,0.1,0.33,5,5,6,5.5
15,train,147.12657,0.38908574,360.6363636363636,721.2727272727273,11,0.2058931589126587,0.4117863178253174,1,2,0.1,0.33,5,5,6,5.5
1,train,171.92595,0.43712443,376.75,753.5,10,0.2321581244468689,0.4643162488937378,1,2,0.1,0.33,5,5,6,5.5
2,train,149.77973591197622,0.40615333499207434,336.59090909090907,673.1818181818181,11,0.22560149431228638,0.45120298862457275,1,2,0.1,0.33,5,5,6,5.5
3,train,122.43016228309044,0.35976022511068,311.2307692307692,622.4615384615385,13,0.19575074315071106,0.3915014863014221,1,2,0.1,0.33,5,5,6,5.5
4,train,131.19627,0.36935738,351.5,703.0,11,0.19252228736877441,0.38504457473754883,1,2,0.1,0.33,5,5,6,5.5
5,train,193.08908,0.46539918,396.4,792.8,10,0.2411741018295288,0.4823482036590576,1,2,0.1,0.33,5,5,6,5.5
5,eval,1087.8445068359374,2.7852057456970214,379.0,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
6,train,157.54701,0.41315392,368.95454545454544,737.9090909090909,11,0.21277040243148804,0.4255408048629761,1,2,0.1,0.33,5,5,6,5.5
7,train,175.03464,0.40937513,400.1,800.2,10,0.21895289421081543,0.43790578842163086,1,2,0.1,0.33,5,5,6,5.5
