update,kind,reward,rate,ep_rate,terminal_time_min,steps,episodes,step_avg_reward,step_avg_rate,combo_id,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT,run_id,train_seed,replicate,ALPHA_EFFECTIVE,ALPHA_SATURATION,ALPHA_MEMBERS,R,V,DT,RIDE_TTL_STEPS,RP,HORIZON_MIN,DEMAND_PROFILE,TRAIN_UPDATES,REPORT_UNSCALED,OBS_DIM,R_PAPER,R_PICK_ALPHA_PAPER,PICKUP_RADIUS,ALPHA_EFFECTIVE_PAPER,ALPHA_SATURATION_PAPER
14,train,672.3523254394531,0.5531487663014835,0.5517784059047699,1215.5,2431.0,4,0.27095842361450195,0.5419168472290039,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
15,train,419.6721496582031,0.5276903679846638,0.5264096856117249,795.3,1590.6,5,0.25843095779418945,0.5168619155883789,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
15,eval,667.9930541992187,0.5410164851374574,0.5399246454238892,1234.7,nan,1,nan,nan,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
16,train,409.16644287109375,0.4986034338109292,0.4925283193588257,820.625,1641.25,4,0.2562011480331421,0.5124022960662842,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
17,train,861.6544087727865,0.5156005238492788,0.5264111459255219,1671.1666666666667,3342.3333333333335,3,0.253841757774353,0.507683515548706,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
18,train,731.1886189778646,0.5204189458917186,0.5233031213283539,1405.0,2810.0,3,0.26064616441726685,0.5212923288345337,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
19,train,611.0327835083008,0.5674129156200123,0.561372846364975,1076.875,2153.75,4,0.2827777564525604,0.5655555129051208,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
20,train,515.1882578531901,0.5228568246141984,0.5117702881495158,985.3333333333334,1970.6666666666667,3,0.27881306409835815,0.5576261281967163,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
20,eval,695.9931884765625,0.5571957317080799,0.544645893573761,1249.1,nan,1,nan,nan,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
21,train,581.3999099731445,0.5677040497723858,0.5637197494506836,1024.125,2048.25,4,0.28111690282821655,0.5622338056564331,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
22,train,664.000129699707,0.5796596505453575,0.576311856508255,1145.5,2291.0,4,0.276328444480896,0.552656888961792,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
23,train,567.6007995605469,0.5403148972494497,0.5348333343863487,1050.5,2101.0,4,0.2853517234325409,0.5707034468650818,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
24,train,732.3573303222656,0.5321075299023484,0.5283476114273071,1376.3333333333333,2752.6666666666665,3,0.26208123564720154,0.5241624712944031,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
25,train,588.938117980957,0.5370460439812671,0.549869604408741,1096.625,2193.25,4,0.26640981435775757,0.5328196287155151,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
25,eval,752.418701171875,0.5389432713787515,0.5380737006664276,1396.1,nan,1,nan,nan,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
26,train,672.231923421224,0.5314086351155921,0.5356794397036234,1265.0,2530.0,3,0.2606867551803589,0.5213735103607178,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
27,train,573.9655354817709,0.5353323819198857,0.536633829275767,1072.1666666666667,2144.3333333333335,3,0.2669891119003296,0.5339782238006592,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
28,train,489.58583374023436,0.5389540221711079,0.5352907776832581,908.4,1816.8,5,0.2725188136100769,0.5450376272201538,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
29,train,618.0879135131836,0.549228402544204,0.5521125644445419,1125.375,2250.75,4,0.2755260169506073,0.5510520339012146,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
30,train,663.6645100911459,0.5559105208078843,0.5534982085227966,1193.8333333333333,2387.6666666666665,3,0.287675678730011,0.575351357460022,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
30,eval,631.7574890136718,0.5385367735177494,0.5364623725414276,1173.1,nan,1,nan,nan,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
31,train,661.2380981445312,0.5657047144857502,0.5605034828186035,1168.875,2337.75,4,0.27190303802490234,0.5438060760498047,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
32,train,731.9122823079427,0.513202488471153,0.5262071589628855,1426.1666666666667,2852.3333333333335,3,0.2593919038772583,0.5187838077545166,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
33,train,508.82984161376953,0.5353990178758591,0.534538023173809,950.375,1900.75,4,0.27327170968055725,0.5465434193611145,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
34,train,545.1631851196289,0.5315424108418075,0.5472746789455414,1025.625,2051.25,4,0.2634792923927307,0.5269585847854614,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
35,train,517.6856994628906,0.5606299539342545,0.5205401957035065,923.4,1846.8,5,0.27376288175582886,0.5475257635116577,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
35,eval,607.5103759765625,0.5419844553274712,0.5379778981208801,1120.9,nan,1,nan,nan,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
36,train,495.3811442057292,0.5118455080479378,0.5174779196580251,967.8333333333334,1935.6666666666667,3,0.2720431983470917,0.5440863966941833,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
37,train,1145.0751342773438,0.5342081335560269,0.5356832146644592,2143.5,4287.0,2,0.26239511370658875,0.5247902274131775,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
38,train,530.2515014648437,0.5620047710279213,0.5529487133026123,943.5,1887.0,5,0.27636367082595825,0.5527273416519165,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
39,train,553.1946640014648,0.5552769525736159,0.5570634752511978,996.25,1992.5,4,0.28427648544311523,0.5685529708862305,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
40,train,699.7835489908854,0.5231374649819727,0.5294008652369181,1337.6666666666667,2675.3333333333335,3,0.25568506121635437,0.5113701224327087,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
40,eval,608.5347290039062,0.542898321887685,0.5390210270881652,1120.9,nan,1,nan,nan,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
41,train,461.7551727294922,0.5059637559013748,0.5026987642049789,912.625,1825.25,4,0.2675151824951172,0.5350303649902344,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
42,train,679.2771606445312,0.5425536426873253,0.5314338728785515,1252.0,2504.0,4,0.259534627199173,0.519069254398346,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
43,train,526.5250244140625,0.501333039194537,0.4978650286793709,1050.25,2100.5,4,0.24654054641723633,0.49308109283447266,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
44,train,385.6900207519531,0.5174269127340396,0.5030047059059143,745.4,1490.8,5,0.2597227096557617,0.5194454193115234,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
45,train,641.1137084960938,0.528317847957226,0.5232482254505157,1213.5,2427.0,3,0.2737661302089691,0.5475322604179382,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
45,eval,603.8492065429688,0.5422983444481084,0.5380053639411926,1113.5,nan,1,nan,nan,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
46,train,689.2746200561523,0.5719528016231945,0.5699123591184616,1205.125,2410.25,4,0.28018826246261597,0.5603765249252319,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
47,train,343.01234436035156,0.5084677503118167,0.4842045247554779,674.6,1349.2,5,0.2533596158027649,0.5067192316055298,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
48,train,445.4950897216797,0.5165759389166045,0.49528785347938536,862.4,1724.8,5,0.26505857706069946,0.5301171541213989,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
49,train,473.0148193359375,0.5282130869189698,0.5297358155250549,895.5,1791.0,5,0.26211512088775635,0.5242302417755127,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
50,train,639.2659149169922,0.492880427846563,0.4750877618789673,1297.0,2594.0,3,0.25474146008491516,0.5094829201698303,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
50,eval,608.5347290039062,0.542898321887685,0.5390210270881652,1120.9,nan,1,nan,nan,4,2,0.25,0.33,5,5,6,5.5,20260921T080117720781Z_ff68f4bb,42,1,0.2442732516826255,0.2442732516826255,"[0.25, 0.3, 0.35, 0.4]",5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.17677669529663687,0.9722718241315028,0.17272727272727273,0.17272727272727273
