update,kind,reward,rate,ep_rate,terminal_time_min,steps,episodes,step_avg_reward,step_avg_rate,combo_id,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT,run_id,train_seed,replicate,ALPHA_EFFECTIVE,ALPHA_SATURATION,ALPHA_MEMBERS,R,V,DT,RIDE_TTL_STEPS,RP,HORIZON_MIN,DEMAND_PROFILE,TRAIN_UPDATES,REPORT_UNSCALED,OBS_DIM,R_PAPER,R_PICK_ALPHA_PAPER,PICKUP_RADIUS,ALPHA_EFFECTIVE_PAPER,ALPHA_SATURATION_PAPER
1,train,102.15939419086163,0.3441047090247963,0.3326476732125649,296.88461538461536,593.7692307692307,13,0.17191293835639954,0.3438258767127991,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
2,train,92.8048713684082,0.32235106414869125,0.3126602362316947,287.9,575.8,15,0.16038011014461517,0.32076022028923035,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
3,train,116.5736255645752,0.3494587826067705,0.3451295221845309,333.5833333333333,667.1666666666666,12,0.17763422429561615,0.3552684485912323,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
4,train,137.8912609100342,0.3493128838759574,0.3098423208391024,394.75,789.5,10,0.16906516253948212,0.33813032507896423,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
5,train,126.09347025553386,0.36173120800057523,0.34382128218809765,348.5833333333333,697.1666666666666,12,0.18949109315872192,0.37898218631744385,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
5,eval,90.7410675048828,0.3112901115090319,0.2907288265876492,291.5,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
6,train,123.55546061197917,0.3547046716133373,0.34653574902386897,348.3333333333333,696.6666666666666,12,0.1706312596797943,0.3412625193595886,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
7,train,117.04012934366862,0.35098876724328965,0.3388566343495023,333.4583333333333,666.9166666666666,12,0.18047934770584106,0.36095869541168213,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
8,train,111.03824087289664,0.3447157328591418,0.3345465866418985,322.11538461538464,644.2307692307693,13,0.17070406675338745,0.3414081335067749,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
9,train,141.582951632413,0.3891099232870813,0.3581100019231634,363.8636363636364,727.7272727272727,11,0.19170469045639038,0.38340938091278076,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
10,train,114.59077167510986,0.3485209124575639,0.327242386591209,328.7916666666667,657.5833333333334,12,0.172327920794487,0.344655841588974,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
10,eval,96.42826232910156,0.30985945478503074,0.2893296301364899,311.2,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
11,train,131.30859756469727,0.37467677345770234,0.37251970668633777,350.4583333333333,700.9166666666666,12,0.19018614292144775,0.3803722858428955,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
12,train,124.77156032215466,0.345627590920096,0.32940753804637,361.0,722.0,11,0.1736060082912445,0.347212016582489,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
13,train,140.07323773701987,0.37994549114924014,0.3590994216501713,368.6666666666667,737.3333333333334,12,0.18989253044128418,0.37978506088256836,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
14,train,114.53752691095525,0.33927906180705747,0.3213223596882205,337.59090909090907,675.1818181818181,11,0.17174997925758362,0.34349995851516724,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
15,train,147.307392467152,0.36449922778960114,0.3464791460748597,404.1363636363636,808.2727272727273,11,0.18126000463962555,0.3625200092792511,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
15,eval,73.5042495727539,0.26345609165861616,0.26078704595565794,279.0,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
16,train,93.32797241210938,0.3246624675829333,0.3044069851492787,287.46153846153845,574.9230769230769,13,0.16577793657779694,0.33155587315559387,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
17,train,119.69071261088054,0.34336326830757025,0.33490046184687383,348.5833333333333,697.1666666666666,12,0.17296436429023743,0.34592872858047485,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
18,train,132.59924507141113,0.3733875257202707,0.3553550758235082,355.125,710.25,12,0.18567834794521332,0.37135669589042664,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
19,train,110.64750363276555,0.3449442559294849,0.30896454454335753,320.7692307692308,641.5384615384615,13,0.17334556579589844,0.3466911315917969,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
20,train,132.99172141335228,0.36313986236735135,0.3525705066594211,366.22727272727275,732.4545454545455,11,0.17582933604717255,0.3516586720943451,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
20,eval,99.62620849609375,0.3161733052875079,0.29612705707550047,315.1,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
21,train,93.59814425877163,0.32657296439197575,0.28959020825159926,286.60714285714283,573.2142857142857,14,0.16575604677200317,0.33151209354400635,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
22,train,113.10097122192383,0.3374050104818113,0.3127615273091013,335.2083333333333,670.4166666666666,12,0.16915324330329895,0.3383064866065979,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
23,train,114.10372066497803,0.33621722479551536,0.32364140418244575,339.375,678.75,12,0.1690676510334015,0.338135302066803,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
24,train,110.7367280813364,0.34145575546901635,0.33516515447543216,324.3076923076923,648.6153846153846,13,0.17003166675567627,0.34006333351135254,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
25,train,139.08856825395063,0.36942514808486226,0.35459748723290185,376.5,753.0,11,0.18174999952316284,0.3634999990463257,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
25,eval,99.62620849609375,0.3161733052875079,0.29612705707550047,315.1,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
26,train,106.04804053673378,0.32985393635064936,0.31153132771062164,321.5,643.0,13,0.16797508299350739,0.33595016598701477,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
27,train,115.87286980946858,0.3438789261069922,0.32854025293992484,336.9583333333333,673.9166666666666,12,0.17287707328796387,0.34575414657592773,1,2,0.1,0.33,5,5,6,5.5,20260921T145350850289Z_7aec6e97,42,1,0.1,0.2442732516826255,[0.1],5.5,0.19,0.5,10,2,5760.0,stationary,50,True,79,7.778174593052023,0.07071067811865475,0.38890872965260115,0.07071067811865475,0.17272727272727273
