update,reward,rate,terminal_time_min,steps,episodes,combo_id,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT
8,85.13933,0.08429637,1010.0,2020.0,1,30,2,0.3,1,5,5,6,6.0
9,154.7203,0.09337375,1657.0,3314.0,1,30,2,0.3,1,5,5,6,6.0
10,94.7697,0.08507154,1114.0,2228.0,1,30,2,0.3,1,5,5,6,6.0
11,67.663795,0.07522379,899.5,1799.0,1,30,2,0.3,1,5,5,6,6.0
12,67.97885,0.07822653,869.0,1738.0,1,30,2,0.3,1,5,5,6,6.0
13,135.33691,0.08390385,1613.0,3226.0,1,30,2,0.3,1,5,5,6,6.0
14,139.56024,0.09038876,1544.0,3088.0,1,30,2,0.3,1,5,5,6,6.0
15,98.75151,0.088487014,1116.0,2232.0,1,30,2,0.3,1,5,5,6,6.0
16,74.73974,0.08136435,919.0,1838.0,2,30,2,0.3,1,5,5,6,6.0
17,111.909744,0.08853619,1264.0,2528.0,1,30,2,0.3,1,5,5,6,6.0
18,133.44237,0.092732705,1439.0,2878.0,1,30,2,0.3,1,5,5,6,6.0
19,54.823948,0.0742369,738.5,1477.0,1,30,2,0.3,1,5,5,6,6.0
20,68.603195,0.0800504,857.0,1714.0,1,30,2,0.3,1,5,5,6,6.0
1,106.618095,0.09120453,1169.0,2338.0,1,31,5,0.2,0.33,5,5,6,5.5
2,118.73923,0.09201025,1290.5,2581.0,1,31,5,0.2,0.33,5,5,6,5.5
3,41.486126,0.081665605,508.0,1016.0,1,31,5,0.2,0.33,5,5,6,5.5
4,58.346657,0.07831766,745.0,1490.0,1,31,5,0.2,0.33,5,5,6,5.5
5,78.30545,0.08750622,879.75,1759.5,2,31,5,0.2,0.33,5,5,6,5.5
6,79.18921,0.090141386,878.5,1757.0,1,31,5,0.2,0.33,5,5,6,5.5
7,nan,nan,nan,nan,0,31,5,0.2,0.33,5,5,6,5.5
8,134.43199,0.08968112,1499.0,2998.0,1,31,5,0.2,0.33,5,5,6,5.5
9,nan,nan,nan,nan,0,31,5,0.2,0.33,5,5,6,5.5
10,125.88321,0.096721634,1301.5,2603.0,1,31,5,0.2,0.33,5,5,6,5.5
11,130.94708,0.097177796,1347.5,2695.0,1,31,5,0.2,0.33,5,5,6,5.5
12,169.20972,0.08681874,1949.0,3898.0,1,31,5,0.2,0.33,5,5,6,5.5
13,83.34459,0.08736333,953.75,1907.5,2,31,5,0.2,0.33,5,5,6,5.5
14,61.727684,0.07975153,774.0,1548.0,1,31,5,0.2,0.33,5,5,6,5.5
15,nan,nan,nan,nan,0,31,5,0.2,0.33,5,5,6,5.5
16,115.81538,0.095953085,1207.0,2414.0,1,31,5,0.2,0.33,5,5,6,5.5
17,84.43814,0.083478145,1011.5,2023.0,1,31,5,0.2,0.33,5,5,6,5.5
18,nan,nan,nan,nan,0,31,5,0.2,0.33,5,5,6,5.5
19,91.25288,0.09530327,957.5,1915.0,1,31,5,0.2,0.33,5,5,6,5.5
20,107.94156,0.08687449,1242.5,2485.0,1,31,5,0.2,0.33,5,5,6,5.5
1,124.637665,0.10063598,1238.5,2477.0,1,32,5,0.2,0.33,5,5,6,6.0
2,145.07173,0.09970566,1455.0,2910.0,1,32,5,0.2,0.33,5,5,6,6.0
3,68.95015,0.09575425,685.25,1370.5,2,32,5,0.2,0.33,5,5,6,6.0
4,147.19075,0.08936901,1647.0,3294.0,1,32,5,0.2,0.33,5,5,6,6.0
5,125.63961,0.09709398,1294.0,2588.0,1,32,5,0.2,0.33,5,5,6,6.0
6,110.70723,0.09792767,1130.5,2261.0,1,32,5,0.2,0.33,5,5,6,6.0
7,137.79065,0.09831655,1401.5,2803.0,1,32,5,0.2,0.33,5,5,6,6.0
8,63.328407,0.09416863,672.5,1345.0,1,32,5,0.2,0.33,5,5,6,6.0
9,167.21014,0.103120655,1621.5,3243.0,1,32,5,0.2,0.33,5,5,6,6.0
10,134.61444,0.0962219,1399.0,2798.0,1,32,5,0.2,0.33,5,5,6,6.0
11,89.45813,0.099209145,901.75,1803.5,2,32,5,0.2,0.33,5,5,6,6.0
12,191.39899,0.10990467,1741.5,3483.0,1,32,5,0.2,0.33,5,5,6,6.0
13,115.982796,0.09549839,1214.5,2429.0,1,32,5,0.2,0.33,5,5,6,6.0
14,133.59474,0.09914266,1347.5,2695.0,1,32,5,0.2,0.33,5,5,6,6.0
15,203.84016,0.10389407,1962.0,3924.0,1,32,5,0.2,0.33,5,5,6,6.0
16,140.2161,0.10116602,1386.0,2772.0,1,32,5,0.2,0.33,5,5,6,6.0
17,169.58282,0.10916178,1553.5,3107.0,1,32,5,0.2,0.33,5,5,6,6.0
18,115.42084,0.100365944,1150.0,2300.0,1,32,5,0.2,0.33,5,5,6,6.0
19,93.93443,0.09629363,975.5,1951.0,1,32,5,0.2,0.33,5,5,6,6.0
20,nan,nan,nan,nan,0,32,5,0.2,0.33,5,5,6,6.0
1,nan,nan,nan,nan,0,33,5,0.2,0.5,5,5,6,5.5
2,112.83011,0.09714172,1161.5,2323.0,1,33,5,0.2,0.5,5,5,6,5.5
3,138.20743,0.095381245,1449.0,2898.0,1,33,5,0.2,0.5,5,5,6,5.5
4,134.63174,0.08805215,1529.0,3058.0,1,33,5,0.2,0.5,5,5,6,5.5
5,107.090706,0.09255895,1157.0,2314.0,1,33,5,0.2,0.5,5,5,6,5.5
6,nan,nan,nan,nan,0,33,5,0.2,0.5,5,5,6,5.5
7,nan,nan,nan,nan,0,33,5,0.2,0.5,5,5,6,5.5
8,129.17213,0.087574326,1475.0,2950.0,1,33,5,0.2,0.5,5,5,6,5.5
9,178.17719,0.098685786,1805.5,3611.0,1,33,5,0.2,0.5,5,5,6,5.5
10,124.14758,0.093767054,1324.0,2648.0,1,33,5,0.2,0.5,5,5,6,5.5
11,nan,nan,nan,nan,0,33,5,0.2,0.5,5,5,6,5.5
12,122.49416,0.08740219,1401.5,2803.0,1,33,5,0.2,0.5,5,5,6,5.5
13,nan,nan,nan,nan,0,33,5,0.2,0.5,5,5,6,5.5
14,110.69322,0.08876762,1247.0,2494.0,1,33,5,0.2,0.5,5,5,6,5.5
15,143.34386,0.08451878,1696.0,3392.0,1,33,5,0.2,0.5,5,5,6,5.5
16,nan,nan,nan,nan,0,33,5,0.2,0.5,5,5,6,5.5
17,nan,nan,nan,nan,0,33,5,0.2,0.5,5,5,6,5.5
18,172.61703,0.09752375,1770.0,3540.0,1,33,5,0.2,0.5,5,5,6,5.5
19,164.62416,0.09801974,1679.5,3359.0,1,33,5,0.2,0.5,5,5,6,5.5
20,178.79382,0.09751504,1833.5,3667.0,1,33,5,0.2,0.5,5,5,6,5.5
1,118.609764,0.09710173,1221.5,2443.0,1,34,5,0.2,0.5,5,5,6,6.0
2,nan,nan,nan,nan,0,34,5,0.2,0.5,5,5,6,6.0
3,nan,nan,nan,nan,0,34,5,0.2,0.5,5,5,6,6.0
4,161.96695,0.09876034,1640.0,3280.0,1,34,5,0.2,0.5,5,5,6,6.0
5,131.98572,0.10002707,1319.5,2639.0,1,34,5,0.2,0.5,5,5,6,6.0
6,nan,nan,nan,nan,0,34,5,0.2,0.5,5,5,6,6.0
7,168.53221,0.10043636,1678.0,3356.0,1,34,5,0.2,0.5,5,5,6,6.0
8,nan,nan,nan,nan,0,34,5,0.2,0.5,5,5,6,6.0
9,101.27128,0.102553196,987.5,1975.0,1,34,5,0.2,0.5,5,5,6,6.0
10,109.623726,0.09688354,1131.5,2263.0,1,34,5,0.2,0.5,5,5,6,6.0
11,79.988174,0.09263251,863.5,1727.0,1,34,5,0.2,0.5,5,5,6,6.0
12,167.97055,0.098835275,1699.5,3399.0,1,34,5,0.2,0.5,5,5,6,6.0
13,nan,nan,nan,nan,0,34,5,0.2,0.5,5,5,6,6.0
14,115.11175,0.09351076,1231.0,2462.0,1,34,5,0.2,0.5,5,5,6,6.0
15,157.6311,0.094701774,1664.5,3329.0,1,34,5,0.2,0.5,5,5,6,6.0
16,193.0161,0.10444594,1848.0,3696.0,1,34,5,0.2,0.5,5,5,6,6.0
17,nan,nan,nan,nan,0,34,5,0.2,0.5,5,5,6,6.0
18,79.4932,0.09385266,847.0,1694.0,1,34,5,0.2,0.5,5,5,6,6.0
19,129.87077,0.10385507,1250.5,2501.0,1,34,5,0.2,0.5,5,5,6,6.0
20,156.90085,0.09886632,1587.0,3174.0,1,34,5,0.2,0.5,5,5,6,6.0
1,160.80467,0.094092846,1709.0,3418.0,1,35,5,0.2,0.67,5,5,6,5.5
2,157.30472,0.0902753,1742.5,3485.0,1,35,5,0.2,0.67,5,5,6,5.5
3,142.14928,0.090888284,1564.0,3128.0,1,35,5,0.2,0.67,5,5,6,5.5
4,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
5,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
6,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
7,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
8,141.19702,0.08800064,1604.5,3209.0,1,35,5,0.2,0.67,5,5,6,5.5
9,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
10,145.24193,0.09669902,1502.0,3004.0,1,35,5,0.2,0.67,5,5,6,5.5
11,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
12,148.74625,0.08982261,1656.0,3312.0,1,35,5,0.2,0.67,5,5,6,5.5
13,187.0203,0.095296964,1962.5,3925.0,1,35,5,0.2,0.67,5,5,6,5.5
14,168.39856,0.09519421,1769.0,3538.0,1,35,5,0.2,0.67,5,5,6,5.5
15,173.38373,0.08602517,2015.5,4031.0,1,35,5,0.2,0.67,5,5,6,5.5
16,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
17,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
18,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
19,156.13475,0.09746239,1602.0,3204.0,1,35,5,0.2,0.67,5,5,6,5.5
20,nan,nan,nan,nan,0,35,5,0.2,0.67,5,5,6,5.5
1,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
2,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
3,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
4,193.16644,0.09464304,2041.0,4082.0,1,36,5,0.2,0.67,5,5,6,6.0
5,152.91493,0.100075215,1528.0,3056.0,1,36,5,0.2,0.67,5,5,6,6.0
6,191.34337,0.10248707,1867.0,3734.0,1,36,5,0.2,0.67,5,5,6,6.0
7,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
8,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
9,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
10,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
11,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
12,147.61198,0.09749801,1514.0,3028.0,1,36,5,0.2,0.67,5,5,6,6.0
13,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
14,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
15,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
16,191.9868,0.10117882,1897.5,3795.0,1,36,5,0.2,0.67,5,5,6,6.0
17,118.93653,0.0913491,1302.0,2604.0,1,36,5,0.2,0.67,5,5,6,6.0
18,nan,nan,nan,nan,0,36,5,0.2,0.67,5,5,6,6.0
19,128.84882,0.09742822,1322.5,2645.0,1,36,5,0.2,0.67,5,5,6,6.0
20,125.743225,0.09256034,1358.5,2717.0,1,36,5,0.2,0.67,5,5,6,6.0
1,158.57184,0.09509555,1667.5,3335.0,1,37,5,0.2,0.83,5,5,6,5.5
2,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
3,163.38797,0.08940518,1827.5,3655.0,1,37,5,0.2,0.83,5,5,6,5.5
4,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
5,158.37418,0.093051806,1702.0,3404.0,1,37,5,0.2,0.83,5,5,6,5.5
6,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
7,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
8,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
9,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
10,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
11,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
12,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
13,175.9117,0.09623178,1828.0,3656.0,1,37,5,0.2,0.83,5,5,6,5.5
14,186.37955,0.0939413,1984.0,3968.0,1,37,5,0.2,0.83,5,5,6,5.5
15,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
16,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
17,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
18,178.11798,0.09805559,1816.5,3633.0,1,37,5,0.2,0.83,5,5,6,5.5
19,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
20,nan,nan,nan,nan,0,37,5,0.2,0.83,5,5,6,5.5
1,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
2,171.27417,0.10536707,1625.5,3251.0,1,38,5,0.2,0.83,5,5,6,6.0
3,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
4,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
5,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
6,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
7,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
8,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
9,203.21999,0.108124495,1879.5,3759.0,1,38,5,0.2,0.83,5,5,6,6.0
10,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
11,200.90997,0.102478944,1960.5,3921.0,1,38,5,0.2,0.83,5,5,6,6.0
12,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
13,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
14,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
15,201.47025,0.10326512,1951.0,3902.0,1,38,5,0.2,0.83,5,5,6,6.0
16,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
17,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
18,190.18674,0.09454971,2011.5,4023.0,1,38,5,0.2,0.83,5,5,6,6.0
19,177.95862,0.101952806,1745.5,3491.0,1,38,5,0.2,0.83,5,5,6,6.0
20,nan,nan,nan,nan,0,38,5,0.2,0.83,5,5,6,6.0
1,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
2,123.259056,0.08613491,1431.0,2862.0,1,39,5,0.2,1,5,5,6,5.5
3,186.49176,0.09478615,1967.5,3935.0,1,39,5,0.2,1,5,5,6,5.5
4,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
5,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
6,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
7,160.10922,0.08969704,1785.0,3570.0,1,39,5,0.2,1,5,5,6,5.5
8,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
9,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
10,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
11,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
12,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
13,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
14,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
15,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
16,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
17,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
18,nan,nan,nan,nan,0,39,5,0.2,1,5,5,6,5.5
19,168.94629,0.09401574,1797.0,3594.0,1,39,5,0.2,1,5,5,6,5.5
20,169.33882,0.092712194,1826.5,3653.0,1,39,5,0.2,1,5,5,6,5.5
1,147.36275,0.09775306,1507.5,3015.0,1,40,5,0.2,1,5,5,6,6.0
2,185.34555,0.09983601,1856.5,3713.0,1,40,5,0.2,1,5,5,6,6.0
3,115.779625,0.09390075,1233.0,2466.0,1,40,5,0.2,1,5,5,6,6.0
4,197.36589,0.10072258,1959.5,3919.0,1,40,5,0.2,1,5,5,6,6.0
5,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
6,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
7,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
8,167.3983,0.10163831,1647.0,3294.0,1,40,5,0.2,1,5,5,6,6.0
9,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
10,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
11,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
12,150.5452,0.09321684,1615.0,3230.0,1,40,5,0.2,1,5,5,6,6.0
13,178.33006,0.09493216,1878.5,3757.0,1,40,5,0.2,1,5,5,6,6.0
14,183.27266,0.10176161,1801.0,3602.0,1,40,5,0.2,1,5,5,6,6.0
15,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
16,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
17,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
18,nan,nan,nan,nan,0,40,5,0.2,1,5,5,6,6.0
19,186.77872,0.10162063,1838.0,3676.0,1,40,5,0.2,1,5,5,6,6.0
20,168.36856,0.09612821,1751.5,3503.0,1,40,5,0.2,1,5,5,6,6.0
1,89.8173,0.089638025,1002.0,2004.0,1,41,5,0.25,0.33,5,5,6,5.5
2,117.231995,0.08955844,1309.0,2618.0,1,41,5,0.25,0.33,5,5,6,5.5
3,132.77042,0.096385054,1377.5,2755.0,1,41,5,0.25,0.33,5,5,6,5.5
4,194.3498,0.10090851,1926.0,3852.0,1,41,5,0.25,0.33,5,5,6,5.5
5,181.77313,0.09536891,1906.0,3812.0,1,41,5,0.25,0.33,5,5,6,5.5
6,nan,nan,nan,nan,0,41,5,0.25,0.33,5,5,6,5.5
7,135.08246,0.08869498,1523.0,3046.0,1,41,5,0.25,0.33,5,5,6,5.5
8,113.67249,0.09068408,1253.5,2507.0,1,41,5,0.25,0.33,5,5,6,5.5
9,nan,nan,nan,nan,0,41,5,0.25,0.33,5,5,6,5.5
10,139.67514,0.08851403,1578.0,3156.0,1,41,5,0.25,0.33,5,5,6,5.5
11,nan,nan,nan,nan,0,41,5,0.25,0.33,5,5,6,5.5
12,nan,nan,nan,nan,0,41,5,0.25,0.33,5,5,6,5.5
13,121.768715,0.09714297,1253.5,2507.0,1,41,5,0.25,0.33,5,5,6,5.5
14,81.038055,0.0903227,893.5,1787.0,2,41,5,0.25,0.33,5,5,6,5.5
15,171.16052,0.09097025,1881.5,3763.0,1,41,5,0.25,0.33,5,5,6,5.5
16,107.85072,0.09349868,1153.5,2307.0,1,41,5,0.25,0.33,5,5,6,5.5
17,108.07868,0.09313113,1160.5,2321.0,1,41,5,0.25,0.33,5,5,6,5.5
18,nan,nan,nan,nan,0,41,5,0.25,0.33,5,5,6,5.5
19,122.47994,0.08836937,1386.0,2772.0,1,41,5,0.25,0.33,5,5,6,5.5
20,146.9461,0.09344745,1572.5,3145.0,1,41,5,0.25,0.33,5,5,6,5.5
1,94.492546,0.09160671,1012.25,2024.5,2,42,5,0.25,0.33,5,5,6,6.0
2,187.79813,0.09954844,1886.5,3773.0,1,42,5,0.25,0.33,5,5,6,6.0
3,134.8613,0.099381946,1357.0,2714.0,1,42,5,0.25,0.33,5,5,6,6.0
4,141.89978,0.091904,1544.0,3088.0,1,42,5,0.25,0.33,5,5,6,6.0
5,96.0257,0.09976696,962.5,1925.0,1,42,5,0.25,0.33,5,5,6,6.0
6,131.48192,0.09664235,1360.5,2721.0,1,42,5,0.25,0.33,5,5,6,6.0
7,nan,nan,nan,nan,0,42,5,0.25,0.33,5,5,6,6.0
8,148.81503,0.10413928,1429.0,2858.0,1,42,5,0.25,0.33,5,5,6,6.0
9,148.15492,0.109138064,1357.5,2715.0,1,42,5,0.25,0.33,5,5,6,6.0
10,202.19095,0.10398094,1944.5,3889.0,1,42,5,0.25,0.33,5,5,6,6.0
11,nan,nan,nan,nan,0,42,5,0.25,0.33,5,5,6,6.0
12,198.38037,0.09705497,2044.0,4088.0,1,42,5,0.25,0.33,5,5,6,6.0
13,116.06915,0.100710765,1152.5,2305.0,1,42,5,0.25,0.33,5,5,6,6.0
14,135.6705,0.10504878,1291.5,2583.0,1,42,5,0.25,0.33,5,5,6,6.0
15,117.859535,0.09582076,1230.0,2460.0,1,42,5,0.25,0.33,5,5,6,6.0
16,110.81063,0.09499411,1166.5,2333.0,1,42,5,0.25,0.33,5,5,6,6.0
17,175.4939,0.100945584,1738.5,3477.0,1,42,5,0.25,0.33,5,5,6,6.0
18,nan,nan,nan,nan,0,42,5,0.25,0.33,5,5,6,6.0
19,161.07828,0.101434685,1588.0,3176.0,1,42,5,0.25,0.33,5,5,6,6.0
20,165.03223,0.0951743,1734.0,3468.0,1,42,5,0.25,0.33,5,5,6,6.0
1,85.641685,0.08531183,997.25,1994.5,2,43,5,0.25,0.5,5,5,6,5.5
2,119.48159,0.08473872,1410.0,2820.0,1,43,5,0.25,0.5,5,5,6,5.5
3,79.98011,0.08339949,959.0,1918.0,1,43,5,0.25,0.5,5,5,6,5.5
4,114.27975,0.08945577,1277.5,2555.0,1,43,5,0.25,0.5,5,5,6,5.5
5,124.39958,0.09609856,1294.5,2589.0,1,43,5,0.25,0.5,5,5,6,5.5
6,129.84283,0.08948507,1451.0,2902.0,1,43,5,0.25,0.5,5,5,6,5.5
7,153.01093,0.098367676,1555.5,3111.0,1,43,5,0.25,0.5,5,5,6,5.5
8,nan,nan,nan,nan,0,43,5,0.25,0.5,5,5,6,5.5
9,69.68865,0.08711082,800.0,1600.0,1,43,5,0.25,0.5,5,5,6,5.5
10,nan,nan,nan,nan,0,43,5,0.25,0.5,5,5,6,5.5
11,158.97334,0.09392812,1692.5,3385.0,1,43,5,0.25,0.5,5,5,6,5.5
12,142.80952,0.088839516,1607.5,3215.0,1,43,5,0.25,0.5,5,5,6,5.5
13,nan,nan,nan,nan,0,43,5,0.25,0.5,5,5,6,5.5
14,nan,nan,nan,nan,0,43,5,0.25,0.5,5,5,6,5.5
15,158.4626,0.09404308,1685.0,3370.0,1,43,5,0.25,0.5,5,5,6,5.5
16,nan,nan,nan,nan,0,43,5,0.25,0.5,5,5,6,5.5
17,171.61324,0.100212105,1712.5,3425.0,1,43,5,0.25,0.5,5,5,6,5.5
18,175.19197,0.09809181,1786.0,3572.0,1,43,5,0.25,0.5,5,5,6,5.5
19,nan,nan,nan,nan,0,43,5,0.25,0.5,5,5,6,5.5
20,nan,nan,nan,nan,0,43,5,0.25,0.5,5,5,6,5.5
1,149.61826,0.10157383,1473.0,2946.0,1,44,5,0.25,0.5,5,5,6,6.0
2,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
3,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
4,186.71327,0.10211281,1828.5,3657.0,1,44,5,0.25,0.5,5,5,6,6.0
5,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
6,154.329,0.10237413,1507.5,3015.0,1,44,5,0.25,0.5,5,5,6,6.0
7,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
8,87.71199,0.09361681,933.0,1866.0,2,44,5,0.25,0.5,5,5,6,6.0
9,205.62643,0.10182047,2019.5,4039.0,1,44,5,0.25,0.5,5,5,6,6.0
10,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
11,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
12,171.12993,0.100842625,1697.0,3394.0,1,44,5,0.25,0.5,5,5,6,6.0
13,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
14,161.5295,0.096811205,1668.5,3337.0,1,44,5,0.25,0.5,5,5,6,6.0
15,189.40683,0.1049927,1804.0,3608.0,1,44,5,0.25,0.5,5,5,6,6.0
16,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
17,139.93906,0.09335494,1499.0,2998.0,1,44,5,0.25,0.5,5,5,6,6.0
18,nan,nan,nan,nan,0,44,5,0.25,0.5,5,5,6,6.0
19,185.60822,0.102687806,1807.5,3615.0,1,44,5,0.25,0.5,5,5,6,6.0
20,116.827965,0.09529198,1226.0,2452.0,1,44,5,0.25,0.5,5,5,6,6.0
1,179.80446,0.09745499,1845.0,3690.0,1,45,5,0.25,0.67,5,5,6,5.5
2,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
3,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
4,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
5,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
6,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
7,156.09244,0.089043036,1753.0,3506.0,1,45,5,0.25,0.67,5,5,6,5.5
8,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
9,177.37932,0.09567385,1854.0,3708.0,1,45,5,0.25,0.67,5,5,6,5.5
10,196.45944,0.09832805,1998.0,3996.0,1,45,5,0.25,0.67,5,5,6,5.5
11,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
12,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
13,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
14,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
15,192.74704,0.096397616,1999.5,3999.0,1,45,5,0.25,0.67,5,5,6,5.5
16,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
17,126.733894,0.09328958,1358.5,2717.0,1,45,5,0.25,0.67,5,5,6,5.5
18,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
19,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
20,nan,nan,nan,nan,0,45,5,0.25,0.67,5,5,6,5.5
1,126.818214,0.09892216,1282.0,2564.0,1,46,5,0.25,0.67,5,5,6,6.0
2,219.92061,0.11004283,1998.5,3997.0,1,46,5,0.25,0.67,5,5,6,6.0
3,186.8492,0.0947271,1972.5,3945.0,1,46,5,0.25,0.67,5,5,6,6.0
4,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
5,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
6,182.14693,0.10167286,1791.5,3583.0,1,46,5,0.25,0.67,5,5,6,6.0
7,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
8,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
9,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
10,201.88132,0.10016438,2015.5,4031.0,1,46,5,0.25,0.67,5,5,6,6.0
11,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
