combo_id,algo,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT,reward,rate,terminal_time,avg_finish_time,finish_rate,accepted,time_rides,time_delivery
27,PURE,0.9,0.6,0.025,3,5,6,8.0,9.4,0.10557569887988012,89.2,89.2,1.0,0.0,0.0,89.2
28,DRL,0.9,0.6,0.025,5,5,6,2.0,280.53599548339844,0.9870588302612304,276.1,276.1,1.0,6.6,153.5,122.6
28,HEUR,0.9,0.6,0.025,5,5,6,2.0,85.87000427246093,0.49959374968685316,148.4,148.4,1.0,1.8,44.3,104.1
28,HEUR_VOR,0.9,0.6,0.025,5,5,6,2.0,45.917486572265624,0.32953347125939564,131.2,131.2,1.0,1.2,20.8,110.4
28,FOUR_ZONE,0.9,0.6,0.025,5,5,6,2.0,10.4,0.10532013073975369,99.5,99.5,1.0,0.0,0.0,99.5
28,PURE,0.9,0.6,0.025,5,5,6,2.0,11.0,0.09841447256526673,109.5,109.5,1.0,0.0,0.0,109.5
29,DRL,0.9,0.6,0.025,5,5,6,4.0,362.2182861328125,1.4919832944869995,232.0,232.0,1.0,5.0,103.6,128.4
29,HEUR,0.9,0.6,0.025,5,5,6,4.0,134.82939758300782,0.7820903623898824,144.3,144.3,1.0,2.0,36.1,108.2
29,HEUR_VOR,0.9,0.6,0.025,5,5,6,4.0,64.3214599609375,0.3903595958228215,130.0,130.0,1.0,0.6,15.1,114.9
29,FOUR_ZONE,0.9,0.6,0.025,5,5,6,4.0,9.8,0.08769899605868359,112.3,112.3,1.0,0.0,0.0,112.3
29,PURE,0.9,0.6,0.025,5,5,6,4.0,10.4,0.08971020708790481,115.6,115.6,1.0,0.0,0.0,115.6
30,DRL,0.9,0.6,0.025,5,5,6,8.0,1026.89794921875,3.3981027364730836,277.4,277.4,1.0,7.4,149.6,127.8
30,HEUR,0.9,0.6,0.025,5,5,6,8.0,187.01619567871094,1.4584668616750347,114.9,114.9,1.0,1.0,25.4,89.5
30,HEUR_VOR,0.9,0.6,0.025,5,5,6,8.0,162.70476379394532,1.1613870244572637,112.9,112.9,1.0,0.8,21.2,91.7
30,FOUR_ZONE,0.9,0.6,0.025,5,5,6,8.0,8.6,0.09220623076772334,95.8,95.8,1.0,0.0,0.0,95.8
30,PURE,0.9,0.6,0.025,5,5,6,8.0,10.8,0.09585641402320783,113.7,113.7,1.0,0.0,0.0,113.7
31,DRL,0.9,0.6,0.05,3,5,6,2.0,85.9242446899414,0.35821438285757745,218.4,218.4,1.0,1.6,35.0,183.4
31,HEUR,0.9,0.6,0.05,3,5,6,2.0,44.9558609008789,0.24573721062065984,158.4,158.4,1.0,0.8,14.3,144.1
31,HEUR_VOR,0.9,0.6,0.05,3,5,6,2.0,17.6,0.11496058302962171,152.5,152.5,1.0,0.0,0.0,152.5
31,FOUR_ZONE,0.9,0.6,0.05,3,5,6,2.0,20.0,0.1357637934965611,146.7,146.7,1.0,0.0,0.0,146.7
31,PURE,0.9,0.6,0.05,3,5,6,2.0,19.0,0.12595078006404362,153.0,153.0,1.0,0.0,0.0,153.0
32,DRL,0.9,0.6,0.05,3,5,6,4.0,222.5591812133789,1.0066900968551635,209.6,209.6,1.0,2.4,56.1,153.5
32,HEUR,0.9,0.6,0.05,3,5,6,4.0,88.82486267089844,0.4245592394638612,175.8,175.8,1.0,0.8,18.4,157.4
32,HEUR_VOR,0.9,0.6,0.05,3,5,6,4.0,52.156802368164065,0.2876390444099326,180.3,180.3,1.0,0.4,7.7,172.6
32,FOUR_ZONE,0.9,0.6,0.05,3,5,6,4.0,19.2,0.1317171870726514,142.9,142.9,1.0,0.0,0.0,142.9
32,PURE,0.9,0.6,0.05,3,5,6,4.0,20.4,0.1422893454550797,143.9,143.9,1.0,0.0,0.0,143.9
33,DRL,0.9,0.6,0.05,3,5,6,8.0,430.5250305175781,1.9684468150138854,200.2,200.2,1.0,2.8,56.6,143.6
33,HEUR,0.9,0.6,0.05,3,5,6,8.0,173.08045654296876,0.9174612082964908,166.4,166.4,1.0,1.2,20.2,146.2
33,HEUR_VOR,0.9,0.6,0.05,3,5,6,8.0,43.42530517578125,0.24039615202452497,165.5,165.5,1.0,0.2,3.4,162.1
33,FOUR_ZONE,0.9,0.6,0.05,3,5,6,8.0,19.2,0.13841662552449913,138.3,138.3,1.0,0.0,0.0,138.3
33,PURE,0.9,0.6,0.05,3,5,6,8.0,17.0,0.12360461232863988,137.6,137.6,1.0,0.0,0.0,137.6
34,DRL,0.9,0.6,0.05,5,5,6,2.0,310.25951232910154,0.8484340786933899,364.3,364.3,1.0,7.8,167.6,196.7
34,HEUR,0.9,0.6,0.05,5,5,6,2.0,158.570885848999,0.5142715215682984,273.5,273.5,1.0,3.6,77.8,195.7
34,HEUR_VOR,0.9,0.6,0.05,5,5,6,2.0,24.521991348266603,0.16169248405936404,152.9,152.9,1.0,0.4,4.1,148.8
34,FOUR_ZONE,0.9,0.6,0.05,5,5,6,2.0,21.0,0.12344444439186023,169.7,169.7,1.0,0.0,0.0,169.7
34,PURE,0.9,0.6,0.05,5,5,6,2.0,21.6,0.135995359530932,157.2,157.2,1.0,0.0,0.0,157.2
35,DRL,0.9,0.6,0.05,5,5,6,4.0,636.1873291015625,1.7156943798065185,359.8,359.8,1.0,8.8,182.7,177.1
35,HEUR,0.9,0.6,0.05,5,5,6,4.0,190.70052795410157,0.768860912322998,220.9,220.9,1.0,3.0,51.5,169.4
35,HEUR_VOR,0.9,0.6,0.05,5,5,6,4.0,129.15117797851562,0.6395769558006659,177.6,177.6,1.0,1.4,31.1,146.5
35,FOUR_ZONE,0.9,0.6,0.05,5,5,6,4.0,20.0,0.14099890258487974,145.7,145.7,1.0,0.0,0.0,145.7
35,PURE,0.9,0.6,0.05,5,5,6,4.0,18.0,0.12716553893446808,140.7,140.7,1.0,0.0,0.0,140.7
36,DRL,0.9,0.6,0.05,5,5,6,8.0,1188.4146423339844,2.9640119314193725,383.9,383.9,1.0,8.8,171.7,212.2
36,HEUR,0.9,0.6,0.05,5,5,6,8.0,459.4825637817383,1.5642351551271563,240.1,240.1,1.0,3.0,62.5,177.6
36,HEUR_VOR,0.9,0.6,0.05,5,5,6,8.0,219.29502563476564,0.9246092498848519,197.8,197.8,1.0,1.2,29.0,168.8
36,FOUR_ZONE,0.9,0.6,0.05,5,5,6,8.0,38.670352172851565,0.24742131217685195,178.3,178.3,1.0,0.2,3.1,175.2
36,PURE,0.9,0.6,0.05,5,5,6,8.0,23.6,0.14493587877707634,164.2,164.2,1.0,0.0,0.0,164.2
