combo_id,algo,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT,reward,rate,terminal_time,avg_finish_time,finish_rate,accepted,time_rides,time_delivery
18,PURE_OR,2,0.2,0.83,5,5,6,6.0,105.2,0.3224321005110184,325.4,325.4,1.0,0.0,0.0,325.4
19,DRL,2,0.2,1.0,5,5,6,5.5,588.0593200683594,0.5652144074440002,977.2,977.2,1.0,15.8,482.1,495.1
19,HEUR,2,0.2,1.0,5,5,6,5.5,260.01519470214845,0.44101754426956175,587.2,587.2,1.0,4.0,138.5,448.7
19,HEUR_VOR,2,0.2,1.0,5,5,6,5.5,227.42635192871094,0.4312581419944763,514.1,514.1,1.0,2.8,104.3,409.8
19,FOUR_ZONE,2,0.2,1.0,5,5,6,5.5,126.4,0.3020488391073032,417.6,417.6,1.0,0.0,0.0,417.6
19,PURE,2,0.2,1.0,5,5,6,5.5,126.4,0.3020488391073032,417.6,417.6,1.0,0.0,0.0,417.6
19,PURE_OR,2,0.2,1.0,5,5,6,5.5,126.4,0.35386944388984054,356.2,356.2,1.0,0.0,0.0,356.2
20,DRL,2,0.2,1.0,5,5,6,6.0,613.4560119628907,0.6035148501396179,952.2,952.2,1.0,15.8,468.3,483.9
20,HEUR,2,0.2,1.0,5,5,6,6.0,272.16261596679686,0.46145008206367494,587.2,587.2,1.0,4.0,138.5,448.7
20,HEUR_VOR,2,0.2,1.0,5,5,6,6.0,236.61082611083984,0.44767946600914,514.1,514.1,1.0,2.8,104.3,409.8
20,FOUR_ZONE,2,0.2,1.0,5,5,6,6.0,126.4,0.3020488391073032,417.6,417.6,1.0,0.0,0.0,417.6
20,PURE,2,0.2,1.0,5,5,6,6.0,126.4,0.3020488391073032,417.6,417.6,1.0,0.0,0.0,417.6
20,PURE_OR,2,0.2,1.0,5,5,6,6.0,126.4,0.35386944388984054,356.2,356.2,1.0,0.0,0.0,356.2
21,DRL,2,0.3,0.33,5,5,6,5.5,353.9301132202148,0.46308411955833434,667.5,667.5,1.0,11.4,330.1,337.4
21,HEUR,2,0.3,0.33,5,5,6,5.5,102.57132110595703,0.3116040289402008,314.2,314.2,1.0,2.2,61.8,252.4
21,HEUR_VOR,2,0.3,0.33,5,5,6,5.5,72.2796646118164,0.2674653311211691,263.3,263.3,1.0,1.0,30.6,232.7
21,FOUR_ZONE,2,0.3,0.33,5,5,6,5.5,43.2,0.18373827772345533,233.8,233.8,1.0,0.0,0.0,233.8
21,PURE,2,0.3,0.33,5,5,6,5.5,43.2,0.18373827772345533,233.8,233.8,1.0,0.0,0.0,233.8
21,PURE_OR,2,0.3,0.33,5,5,6,5.5,43.2,0.20333110843981053,210.6,210.6,1.0,0.0,0.0,210.6
22,DRL,2,0.3,0.33,5,5,6,6.0,382.17835845947263,0.497656911611557,667.5,667.5,1.0,11.4,330.1,337.4
22,HEUR,2,0.3,0.33,5,5,6,6.0,107.96878509521484,0.3272918701171875,314.2,314.2,1.0,2.2,61.8,252.4
22,HEUR_VOR,2,0.3,0.33,5,5,6,6.0,74.92328491210938,0.2766952534157858,263.3,263.3,1.0,1.0,30.6,232.7
22,FOUR_ZONE,2,0.3,0.33,5,5,6,6.0,43.2,0.18373827772345533,233.8,233.8,1.0,0.0,0.0,233.8
22,PURE,2,0.3,0.33,5,5,6,6.0,43.2,0.18373827772345533,233.8,233.8,1.0,0.0,0.0,233.8
22,PURE_OR,2,0.3,0.33,5,5,6,6.0,43.2,0.20333110843981053,210.6,210.6,1.0,0.0,0.0,210.6
23,DRL,2,0.3,0.5,5,5,6,5.5,328.0139587402344,0.4912993490695953,619.3,619.3,1.0,9.6,280.5,338.8
23,HEUR,2,0.3,0.5,5,5,6,5.5,139.40937194824218,0.36095229387283323,376.4,376.4,1.0,2.8,79.1,297.3
23,HEUR_VOR,2,0.3,0.5,5,5,6,5.5,127.51568908691407,0.36907556653022766,342.7,342.7,1.0,2.0,66.3,276.4
23,FOUR_ZONE,2,0.3,0.5,5,5,6,5.5,64.4,0.2272855885843997,281.5,281.5,1.0,0.0,0.0,281.5
23,PURE,2,0.3,0.5,5,5,6,5.5,64.4,0.2272855885843997,281.5,281.5,1.0,0.0,0.0,281.5
23,PURE_OR,2,0.3,0.5,5,5,6,5.5,64.4,0.26304952761870226,243.8,243.8,1.0,0.0,0.0,243.8
24,DRL,2,0.3,0.5,5,5,6,6.0,351.98096618652346,0.5251930773258209,619.3,619.3,1.0,9.6,280.5,338.8
24,HEUR,2,0.3,0.5,5,5,6,6.0,146.22847595214844,0.377651983499527,376.4,376.4,1.0,2.8,79.1,297.3
24,HEUR_VOR,2,0.3,0.5,5,5,6,6.0,133.25355072021483,0.38548372983932494,342.7,342.7,1.0,2.0,66.3,276.4
24,FOUR_ZONE,2,0.3,0.5,5,5,6,6.0,64.4,0.2272855885843997,281.5,281.5,1.0,0.0,0.0,281.5
24,PURE,2,0.3,0.5,5,5,6,6.0,64.4,0.2272855885843997,281.5,281.5,1.0,0.0,0.0,281.5
24,PURE_OR,2,0.3,0.5,5,5,6,6.0,64.4,0.26304952761870226,243.8,243.8,1.0,0.0,0.0,243.8
25,DRL,2,0.3,0.67,5,5,6,5.5,617.5084777832031,0.5662696540355683,1039.4,1039.4,1.0,18.0,560.1,479.3
25,HEUR,2,0.3,0.67,5,5,6,5.5,214.41507568359376,0.44147130846977234,477.6,477.6,1.0,5.2,135.8,341.8
25,HEUR_VOR,2,0.3,0.67,5,5,6,5.5,173.56352691650392,0.40511768460273745,424.0,424.0,1.0,3.2,91.8,332.2
25,FOUR_ZONE,2,0.3,0.67,5,5,6,5.5,85.6,0.2594351070775064,332.4,332.4,1.0,0.0,0.0,332.4
25,PURE,2,0.3,0.67,5,5,6,5.5,85.6,0.2594351070775064,332.4,332.4,1.0,0.0,0.0,332.4
25,PURE_OR,2,0.3,0.67,5,5,6,5.5,85.6,0.29997994545188855,283.8,283.8,1.0,0.0,0.0,283.8
26,DRL,2,0.3,0.67,5,5,6,6.0,700.9359283447266,0.6120806276798249,1090.8,1090.8,1.0,19.6,595.4,495.4
26,HEUR,2,0.3,0.67,5,5,6,6.0,226.1261444091797,0.4649595975875854,477.6,477.6,1.0,5.2,135.8,341.8
26,HEUR_VOR,2,0.3,0.67,5,5,6,6.0,181.56029357910157,0.42341169714927673,424.0,424.0,1.0,3.2,91.8,332.2
26,FOUR_ZONE,2,0.3,0.67,5,5,6,6.0,85.6,0.2594351070775064,332.4,332.4,1.0,0.0,0.0,332.4
26,PURE,2,0.3,0.67,5,5,6,6.0,85.6,0.2594351070775064,332.4,332.4,1.0,0.0,0.0,332.4
26,PURE_OR,2,0.3,0.67,5,5,6,6.0,85.6,0.29997994545188855,283.8,283.8,1.0,0.0,0.0,283.8
27,DRL,2,0.3,0.83,5,5,6,5.5,706.9972290039062,0.6154840648174286,1102.8,1102.8,1.0,20.6,633.4,469.4
27,HEUR,2,0.3,0.83,5,5,6,5.5,272.7763977050781,0.4696645140647888,568.1,568.1,1.0,6.2,177.2,390.9
27,HEUR_VOR,2,0.3,0.83,5,5,6,5.5,242.61438903808593,0.47698907256126405,504.2,504.2,1.0,4.2,141.9,362.3
27,FOUR_ZONE,2,0.3,0.83,5,5,6,5.5,105.2,0.30346051279269637,350.5,350.5,1.0,0.0,0.0,350.5
27,PURE,2,0.3,0.83,5,5,6,5.5,105.2,0.30346051279269637,350.5,350.5,1.0,0.0,0.0,350.5
27,PURE_OR,2,0.3,0.83,5,5,6,5.5,105.2,0.3224321005110184,325.4,325.4,1.0,0.0,0.0,325.4
28,DRL,2,0.3,0.83,5,5,6,6.0,761.7033325195313,0.6619182288646698,1102.8,1102.8,1.0,20.6,633.4,469.4
28,HEUR,2,0.3,0.83,5,5,6,6.0,288.01160583496096,0.49527171850204466,568.1,568.1,1.0,6.2,177.2,390.9
28,HEUR_VOR,2,0.3,0.83,5,5,6,6.0,255.10708312988282,0.5011739194393158,504.2,504.2,1.0,4.2,141.9,362.3
28,FOUR_ZONE,2,0.3,0.83,5,5,6,6.0,105.2,0.30346051279269637,350.5,350.5,1.0,0.0,0.0,350.5
28,PURE,2,0.3,0.83,5,5,6,6.0,105.2,0.30346051279269637,350.5,350.5,1.0,0.0,0.0,350.5
28,PURE_OR,2,0.3,0.83,5,5,6,6.0,105.2,0.3224321005110184,325.4,325.4,1.0,0.0,0.0,325.4
29,DRL,2,0.3,1.0,5,5,6,5.5,774.5067321777344,0.6332229256629944,1197.4,1197.4,1.0,23.0,683.4,514.0
29,HEUR,2,0.3,1.0,5,5,6,5.5,314.01770935058596,0.4760866940021515,637.5,637.5,1.0,5.6,194.8,442.7
29,HEUR_VOR,2,0.3,1.0,5,5,6,5.5,272.31809997558594,0.4599435865879059,569.2,569.2,1.0,4.2,151.9,417.3
29,FOUR_ZONE,2,0.3,1.0,5,5,6,5.5,126.4,0.3020488391073032,417.6,417.6,1.0,0.0,0.0,417.6
29,PURE,2,0.3,1.0,5,5,6,5.5,126.4,0.3020488391073032,417.6,417.6,1.0,0.0,0.0,417.6
29,PURE_OR,2,0.3,1.0,5,5,6,5.5,126.4,0.35386944388984054,356.2,356.2,1.0,0.0,0.0,356.2
30,DRL,2,0.3,1.0,5,5,6,6.0,833.4209899902344,0.6802976846694946,1197.4,1197.4,1.0,23.0,683.4,514.0
30,HEUR,2,0.3,1.0,5,5,6,6.0,331.0752197265625,0.5008078157901764,637.5,637.5,1.0,5.6,194.8,442.7
30,HEUR_VOR,2,0.3,1.0,5,5,6,6.0,285.58395233154295,0.4808769941329956,569.2,569.2,1.0,4.2,151.9,417.3
30,FOUR_ZONE,2,0.3,1.0,5,5,6,6.0,126.4,0.3020488391073032,417.6,417.6,1.0,0.0,0.0,417.6
30,PURE,2,0.3,1.0,5,5,6,6.0,126.4,0.3020488391073032,417.6,417.6,1.0,0.0,0.0,417.6
30,PURE_OR,2,0.3,1.0,5,5,6,6.0,126.4,0.35386944388984054,356.2,356.2,1.0,0.0,0.0,356.2
31,DRL,2,0.4,0.33,5,5,6,5.5,353.9301132202148,0.46308411955833434,667.5,667.5,1.0,11.4,330.1,337.4
31,HEUR,2,0.4,0.33,5,5,6,5.5,102.57132110595703,0.3116040289402008,314.2,314.2,1.0,2.2,61.8,252.4
31,HEUR_VOR,2,0.4,0.33,5,5,6,5.5,72.2796646118164,0.2674653311211691,263.3,263.3,1.0,1.0,30.6,232.7
31,FOUR_ZONE,2,0.4,0.33,5,5,6,5.5,43.2,0.18373827772345533,233.8,233.8,1.0,0.0,0.0,233.8
31,PURE,2,0.4,0.33,5,5,6,5.5,43.2,0.18373827772345533,233.8,233.8,1.0,0.0,0.0,233.8
31,PURE_OR,2,0.4,0.33,5,5,6,5.5,43.2,0.20333110843981053,210.6,210.6,1.0,0.0,0.0,210.6
32,DRL,2,0.4,0.33,5,5,6,6.0,382.17835845947263,0.497656911611557,667.5,667.5,1.0,11.4,330.1,337.4
32,HEUR,2,0.4,0.33,5,5,6,6.0,107.96878509521484,0.3272918701171875,314.2,314.2,1.0,2.2,61.8,252.4
32,HEUR_VOR,2,0.4,0.33,5,5,6,6.0,74.92328491210938,0.2766952534157858,263.3,263.3,1.0,1.0,30.6,232.7
32,FOUR_ZONE,2,0.4,0.33,5,5,6,6.0,43.2,0.18373827772345533,233.8,233.8,1.0,0.0,0.0,233.8
32,PURE,2,0.4,0.33,5,5,6,6.0,43.2,0.18373827772345533,233.8,233.8,1.0,0.0,0.0,233.8
32,PURE_OR,2,0.4,0.33,5,5,6,6.0,43.2,0.20333110843981053,210.6,210.6,1.0,0.0,0.0,210.6
33,DRL,2,0.4,0.5,5,5,6,5.5,325.6520629882813,0.4847971498966217,622.5,622.5,1.0,9.6,278.3,344.2
33,HEUR,2,0.4,0.5,5,5,6,5.5,139.40937194824218,0.36095229387283323,376.4,376.4,1.0,2.8,79.1,297.3
33,HEUR_VOR,2,0.4,0.5,5,5,6,5.5,127.51568908691407,0.36907556653022766,342.7,342.7,1.0,2.0,66.3,276.4
33,FOUR_ZONE,2,0.4,0.5,5,5,6,5.5,64.4,0.2272855885843997,281.5,281.5,1.0,0.0,0.0,281.5
33,PURE,2,0.4,0.5,5,5,6,5.5,64.4,0.2272855885843997,281.5,281.5,1.0,0.0,0.0,281.5
33,PURE_OR,2,0.4,0.5,5,5,6,5.5,64.4,0.26304952761870226,243.8,243.8,1.0,0.0,0.0,243.8
34,DRL,2,0.4,0.5,5,5,6,6.0,351.98096618652346,0.5251930773258209,619.3,619.3,1.0,9.6,280.5,338.8
