update,kind,reward,rate,terminal_time_min,steps,episodes,step_avg_reward,step_avg_rate,combo_id,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT
33,train,631.6264,0.6598763,937.1666666666666,1874.3333333333333,3,0.35205477476119995,0.7041095495223999,11,5,0.2,0.33,5,5,6,5.5
34,train,1191.5278,0.70109713,1700.5,3401.0,2,0.34979474544525146,0.6995894908905029,11,5,0.2,0.33,5,5,6,5.5
35,train,1208.1191,0.73415613,1646.0,3292.0,2,0.36989033222198486,0.7397806644439697,11,5,0.2,0.33,5,5,6,5.5
35,eval,7696.106396484375,5.423816967010498,1379.0,nan,1,nan,nan,11,5,0.2,0.33,5,5,6,5.5,eval
36,train,624.4588,0.62838477,915.625,1831.25,4,0.34556594491004944,0.6911318898200989,11,5,0.2,0.33,5,5,6,5.5
37,train,847.44977,0.62312037,1241.6666666666667,2483.3333333333335,3,0.34176307916641235,0.6835261583328247,11,5,0.2,0.33,5,5,6,5.5
38,train,789.03143,0.64817536,1219.0,2438.0,3,0.32175150513648987,0.6435030102729797,11,5,0.2,0.33,5,5,6,5.5
39,train,711.69727,0.63901824,1023.375,2046.75,4,0.34750646352767944,0.6950129270553589,11,5,0.2,0.33,5,5,6,5.5
40,train,986.5383,0.7346802,1342.0,2684.0,2,0.36048054695129395,0.7209610939025879,11,5,0.2,0.33,5,5,6,5.5
40,eval,7476.456591796875,5.366511344909668,1353.5,nan,1,nan,nan,11,5,0.2,0.33,5,5,6,5.5,eval
41,train,944.76794,0.708148,1331.0,2662.0,2,0.36900994181632996,0.7380198836326599,11,5,0.2,0.33,5,5,6,5.5
42,train,1192.4473,0.7641989,1560.5,3121.0,2,0.384097158908844,0.768194317817688,11,5,0.2,0.33,5,5,6,5.5
43,train,674.78107,0.64415735,993.3333333333334,1986.6666666666667,3,0.35258859395980835,0.7051771879196167,11,5,0.2,0.33,5,5,6,5.5
44,train,1097.3066,0.7174793,1524.0,3048.0,2,0.35332190990448,0.70664381980896,11,5,0.2,0.33,5,5,6,5.5
45,train,965.4516,0.65116525,1352.25,2704.5,2,0.3616951107978821,0.7233902215957642,11,5,0.2,0.33,5,5,6,5.5
45,eval,7476.456591796875,5.366511344909668,1353.5,nan,1,nan,nan,11,5,0.2,0.33,5,5,6,5.5,eval
46,train,940.2534,0.73945755,1261.5,2523.0,3,0.36620819568634033,0.7324163913726807,11,5,0.2,0.33,5,5,6,5.5
47,train,1000.6839,0.74077815,1340.0,2680.0,3,0.37369269132614136,0.7473853826522827,11,5,0.2,0.33,5,5,6,5.5
48,train,1121.1599,0.71166086,1577.5,3155.0,2,0.3536340594291687,0.7072681188583374,11,5,0.2,0.33,5,5,6,5.5
49,train,1098.2219,0.7121273,1545.25,3090.5,2,0.3518102467060089,0.7036204934120178,11,5,0.2,0.33,5,5,6,5.5
50,train,963.68756,0.7320294,1307.6666666666667,2615.3333333333335,3,0.3693568706512451,0.7387137413024902,11,5,0.2,0.33,5,5,6,5.5
50,eval,7476.456591796875,5.366511344909668,1353.5,nan,1,nan,nan,11,5,0.2,0.33,5,5,6,5.5,eval
1,train,773.6926,0.6304876,1151.8333333333333,2303.6666666666665,3,0.335468053817749,0.670936107635498,12,5,0.2,0.5,5,5,6,5.5
2,train,644.1813,0.6549183,971.375,1942.75,4,0.3282648026943207,0.6565296053886414,12,5,0.2,0.5,5,5,6,5.5
3,train,904.7722,0.6754672,1343.5,2687.0,3,0.3374132215976715,0.674826443195343,12,5,0.2,0.5,5,5,6,5.5
4,train,731.6684,0.6289469,1119.6666666666667,2239.3333333333335,3,0.3275698721408844,0.6551397442817688,12,5,0.2,0.5,5,5,6,5.5
5,train,755.3986,0.58021307,1137.5,2275.0,3,0.33435529470443726,0.6687105894088745,12,5,0.2,0.5,5,5,6,5.5
5,eval,8704.741015625,5.304200649261475,1637.6,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
6,train,648.5195,0.626147,999.6666666666666,1999.3333333333333,3,0.3277541995048523,0.6555083990097046,12,5,0.2,0.5,5,5,6,5.5
7,train,835.4336,0.63627,1231.1666666666667,2462.3333333333335,3,0.3279353082180023,0.6558706164360046,12,5,0.2,0.5,5,5,6,5.5
8,train,1254.3943,0.74036884,1695.25,3390.5,2,0.3689423203468323,0.7378846406936646,12,5,0.2,0.5,5,5,6,5.5
9,train,1164.2192,0.6889607,1689.75,3379.5,2,0.3364981710910797,0.6729963421821594,12,5,0.2,0.5,5,5,6,5.5
10,train,772.8447,0.6223857,1165.8333333333333,2331.6666666666665,3,0.33155161142349243,0.6631032228469849,12,5,0.2,0.5,5,5,6,5.5
10,eval,9096.4138671875,5.7207659721374515,1587.2,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
11,train,1171.6072,0.7470145,1567.0,3134.0,2,0.3653448224067688,0.7306896448135376,12,5,0.2,0.5,5,5,6,5.5
12,train,825.04645,0.6574358,1241.5,2483.0,2,0.34427350759506226,0.6885470151901245,12,5,0.2,0.5,5,5,6,5.5
13,train,1198.7266,0.7340091,1632.5,3265.0,2,0.3632788062095642,0.7265576124191284,12,5,0.2,0.5,5,5,6,5.5
14,train,1067.127,0.73295665,1452.75,2905.5,2,0.3578569293022156,0.7157138586044312,12,5,0.2,0.5,5,5,6,5.5
15,train,1158.7489,0.71949637,1610.5,3221.0,1,0.37550610303878784,0.7510122060775757,12,5,0.2,0.5,5,5,6,5.5
15,eval,10539.958984375,5.692370891571045,1838.4,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
16,train,1136.8705,0.70550686,1610.75,3221.5,2,0.3461168706417084,0.6922337412834167,12,5,0.2,0.5,5,5,6,5.5
17,train,1259.5754,0.7187823,1751.75,3503.5,2,0.35726478695869446,0.7145295739173889,12,5,0.2,0.5,5,5,6,5.5
18,train,1066.1671,0.69945234,1509.0,3018.0,2,0.3484833836555481,0.6969667673110962,12,5,0.2,0.5,5,5,6,5.5
19,train,793.34503,0.6617541,1160.5,2321.0,3,0.3369370102882385,0.673874020576477,12,5,0.2,0.5,5,5,6,5.5
20,train,1152.092,0.7285497,1581.5,3163.0,2,0.36403602361679077,0.7280720472335815,12,5,0.2,0.5,5,5,6,5.5
20,eval,10539.958984375,5.692370891571045,1838.4,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
21,train,1458.7434,0.7168045,2020.5,4041.0,2,0.3599495589733124,0.7198991179466248,12,5,0.2,0.5,5,5,6,5.5
22,train,1272.3055,0.7257185,1752.25,3504.5,2,0.3567095398902893,0.7134190797805786,12,5,0.2,0.5,5,5,6,5.5
23,train,871.1494,0.6687377,1201.6666666666667,2403.3333333333335,3,0.35500603914260864,0.7100120782852173,12,5,0.2,0.5,5,5,6,5.5
24,train,1135.01,0.71511424,1584.75,3169.5,2,0.3537634015083313,0.7075268030166626,12,5,0.2,0.5,5,5,6,5.5
25,train,813.5271,0.7076478,1118.6666666666667,2237.3333333333335,3,0.3640729784965515,0.728145956993103,12,5,0.2,0.5,5,5,6,5.5
25,eval,10539.958984375,5.692370891571045,1838.4,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
26,train,1878.4832,0.744691,2522.5,5045.0,1,0.35991427302360535,0.7198285460472107,12,5,0.2,0.5,5,5,6,5.5
27,train,970.1915,0.7047037,1376.0,2752.0,2,0.36530253291130066,0.7306050658226013,12,5,0.2,0.5,5,5,6,5.5
28,train,941.5245,0.7183876,1291.25,2582.5,2,0.3694743514060974,0.7389487028121948,12,5,0.2,0.5,5,5,6,5.5
29,train,1298.9338,0.7389729,1758.5,3517.0,2,0.35544124245643616,0.7108824849128723,12,5,0.2,0.5,5,5,6,5.5
30,train,1060.9653,0.7282721,1466.0,2932.0,2,0.36295387148857117,0.7259077429771423,12,5,0.2,0.5,5,5,6,5.5
30,eval,10539.958984375,5.692370891571045,1838.4,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
31,train,1364.3303,0.74893665,1839.0,3678.0,2,0.3653309941291809,0.7306619882583618,12,5,0.2,0.5,5,5,6,5.5
32,train,1920.6024,0.7223025,2659.0,5318.0,1,0.36068543791770935,0.7213708758354187,12,5,0.2,0.5,5,5,6,5.5
33,train,1268.7473,0.734645,1727.5,3455.0,2,0.3564082682132721,0.7128165364265442,12,5,0.2,0.5,5,5,6,5.5
34,train,1233.6052,0.76066315,1621.75,3243.5,2,0.3715650141239166,0.7431300282478333,12,5,0.2,0.5,5,5,6,5.5
35,train,931.36847,0.68741965,1356.0,2712.0,3,0.3436790406703949,0.6873580813407898,12,5,0.2,0.5,5,5,6,5.5
35,eval,10539.958984375,5.692370891571045,1838.4,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
36,train,1150.4313,0.7434128,1547.5,3095.0,1,0.37507566809654236,0.7501513361930847,12,5,0.2,0.5,5,5,6,5.5
37,train,1147.0703,0.72632456,1576.25,3152.5,2,0.3581175208091736,0.7162350416183472,12,5,0.2,0.5,5,5,6,5.5
38,train,1188.3811,0.76357174,1554.0,3108.0,2,0.3711751103401184,0.7423502206802368,12,5,0.2,0.5,5,5,6,5.5
39,train,1263.6821,0.7099793,1781.5,3563.0,2,0.3528042435646057,0.7056084871292114,12,5,0.2,0.5,5,5,6,5.5
40,train,1220.3135,0.74416983,1639.75,3279.5,2,0.37419575452804565,0.7483915090560913,12,5,0.2,0.5,5,5,6,5.5
40,eval,10539.958984375,5.692370891571045,1838.4,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
41,train,1190.883,0.7178017,1666.0,3332.0,2,0.34872305393218994,0.6974461078643799,12,5,0.2,0.5,5,5,6,5.5
42,train,1313.2869,0.7136768,1837.25,3674.5,2,0.35491079092025757,0.7098215818405151,12,5,0.2,0.5,5,5,6,5.5
43,train,1251.9713,0.73925287,1692.5,3385.0,2,0.36781367659568787,0.7356273531913757,12,5,0.2,0.5,5,5,6,5.5
44,train,1423.2112,0.7556344,1884.0,3768.0,2,0.3718225061893463,0.7436450123786926,12,5,0.2,0.5,5,5,6,5.5
45,train,1086.5441,0.7117541,1523.0,3046.0,2,0.35996121168136597,0.7199224233627319,12,5,0.2,0.5,5,5,6,5.5
45,eval,10539.958984375,5.692370891571045,1838.4,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
46,train,1087.9756,0.73770404,1484.0,2968.0,2,0.36275386810302734,0.7255077362060547,12,5,0.2,0.5,5,5,6,5.5
47,train,1238.2949,0.76471364,1619.25,3238.5,2,0.37001657485961914,0.7400331497192383,12,5,0.2,0.5,5,5,6,5.5
48,train,926.38165,0.7098901,1260.75,2521.5,2,0.37284979224205017,0.7456995844841003,12,5,0.2,0.5,5,5,6,5.5
49,train,1313.2094,0.7370155,1782.25,3564.5,2,0.36335641145706177,0.7267128229141235,12,5,0.2,0.5,5,5,6,5.5
50,train,1174.9346,0.72713953,1616.0,3232.0,2,0.36942607164382935,0.7388521432876587,12,5,0.2,0.5,5,5,6,5.5
50,eval,10539.958984375,5.692370891571045,1838.4,nan,1,nan,nan,12,5,0.2,0.5,5,5,6,5.5,eval
1,train,84.81239182608468,0.3062623341736339,269.85714285714283,539.7142857142857,14,0.16015470027923584,0.3203094005584717,1,2,0.1,0.33,5,5,6,5.5
2,train,84.3856590270996,0.2975769480704061,271.96666666666664,543.9333333333333,15,0.1550668627023697,0.3101337254047394,1,2,0.1,0.33,5,5,6,5.5
3,train,87.89203425816127,0.3022830335687404,278.07142857142856,556.1428571428571,14,0.1567975878715515,0.313595175743103,1,2,0.1,0.33,5,5,6,5.5
4,train,86.74354226248605,0.286251242097462,288.9642857142857,577.9285714285714,14,0.15156853199005127,0.30313706398010254,1,2,0.1,0.33,5,5,6,5.5
5,train,85.74969972882953,0.3088719352047104,269.0,538.0,14,0.16633939743041992,0.33267879486083984,1,2,0.1,0.33,5,5,6,5.5
5,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
6,train,98.0065237681071,0.30632660708284315,312.375,624.75,12,0.1665056049823761,0.3330112099647522,1,2,0.1,0.33,5,5,6,5.5
7,train,99.60018862210788,0.32181944685104563,297.34615384615387,594.6923076923077,13,0.17203883826732635,0.3440776765346527,1,2,0.1,0.33,5,5,6,5.5
8,train,104.65719340397762,0.3313387055057844,297.96153846153845,595.9230769230769,13,0.17194117605686188,0.34388235211372375,1,2,0.1,0.33,5,5,6,5.5
9,train,84.09462051391601,0.3071780834335749,256.96666666666664,513.9333333333333,15,0.16269725561141968,0.32539451122283936,1,2,0.1,0.33,5,5,6,5.5
10,train,120.09259,0.36545578,322.8333333333333,645.6666666666666,12,0.1822396218776703,0.3644792437553406,1,2,0.1,0.33,5,5,6,5.5
10,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
11,train,112.19635663713727,0.36274798268099456,289.60714285714283,579.2142857142857,14,0.19510024785995483,0.39020049571990967,1,2,0.1,0.33,5,5,6,5.5
12,train,111.01264014610878,0.3535902693924736,307.11538461538464,614.2307692307693,13,0.17936336994171143,0.35872673988342285,1,2,0.1,0.33,5,5,6,5.5
13,train,145.30074,0.3856971,362.5,725.0,11,0.1988937258720398,0.3977874517440796,1,2,0.1,0.33,5,5,6,5.5
14,train,115.64163208007812,0.3310027766907424,336.9166666666667,673.8333333333334,12,0.1713976114988327,0.3427952229976654,1,2,0.1,0.33,5,5,6,5.5
15,train,100.68472524789664,0.3198944519210922,301.6923076923077,603.3846153846154,13,0.1685340255498886,0.3370680510997772,1,2,0.1,0.33,5,5,6,5.5
15,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
16,train,130.36337884267172,0.37110942926476986,323.6666666666667,647.3333333333334,12,0.19973880052566528,0.39947760105133057,1,2,0.1,0.33,5,5,6,5.5
17,train,123.24138641357422,0.35527704054393977,332.25,664.5,12,0.1834588199853897,0.3669176399707794,1,2,0.1,0.33,5,5,6,5.5
18,train,92.620094,0.29418066,313.3333333333333,626.6666666666666,12,0.14629510045051575,0.2925902009010315,1,2,0.1,0.33,5,5,6,5.5
19,train,115.857735,0.35262385,312.72727272727275,625.4545454545455,11,0.19629313051700592,0.39258626103401184,1,2,0.1,0.33,5,5,6,5.5
20,train,99.54055345975436,0.31642475590537283,308.6923076923077,617.3846153846154,13,0.16015955805778503,0.32031911611557007,1,2,0.1,0.33,5,5,6,5.5
20,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
21,train,122.92608,0.34276915,351.27272727272725,702.5454545454545,11,0.17755860090255737,0.35511720180511475,1,2,0.1,0.33,5,5,6,5.5
22,train,87.74620192391532,0.3187655540912048,267.5357142857143,535.0714285714286,14,0.1703299880027771,0.3406599760055542,1,2,0.1,0.33,5,5,6,5.5
23,train,108.8350607065054,0.3489937079915426,300.9230769230769,601.8461538461538,13,0.1776205152273178,0.3552410304546356,1,2,0.1,0.33,5,5,6,5.5
24,train,106.03596,0.32537162,319.1666666666667,638.3333333333334,12,0.17461472749710083,0.34922945499420166,1,2,0.1,0.33,5,5,6,5.5
25,train,92.14107595171247,0.3051275887659618,288.89285714285717,577.7857142857143,14,0.15844416618347168,0.31688833236694336,1,2,0.1,0.33,5,5,6,5.5
25,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
26,train,97.04408890860421,0.3335780289814035,286.25,572.5,14,0.17396977543830872,0.34793955087661743,1,2,0.1,0.33,5,5,6,5.5
27,train,79.20694325764974,0.28993004996402594,265.46666666666664,530.9333333333333,15,0.15110783278942108,0.30221566557884216,1,2,0.1,0.33,5,5,6,5.5
28,train,93.33652714320591,0.30470194342006157,289.2142857142857,578.4285714285714,14,0.16257643699645996,0.3251528739929199,1,2,0.1,0.33,5,5,6,5.5
29,train,109.15251335730919,0.3385472469154906,313.7692307692308,627.5384615384615,13,0.1737038791179657,0.3474077582359314,1,2,0.1,0.33,5,5,6,5.5
30,train,100.68866671048679,0.3229606354728842,310.2307692307692,620.4615384615385,13,0.1628241240978241,0.3256482481956482,1,2,0.1,0.33,5,5,6,5.5
30,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
31,train,112.28265732985277,0.3509071318295505,312.9230769230769,625.8461538461538,13,0.18096739053726196,0.3619347810745239,1,2,0.1,0.33,5,5,6,5.5
32,train,109.63957,0.34975126,297.5,595.0,13,0.18393756449222565,0.3678751289844513,1,2,0.1,0.33,5,5,6,5.5
33,train,119.39973,0.3552173,332.5416666666667,665.0833333333334,12,0.18131989240646362,0.36263978481292725,1,2,0.1,0.33,5,5,6,5.5
34,train,81.63557942708333,0.3018056002799926,259.53333333333336,519.0666666666667,15,0.16192331910133362,0.32384663820266724,1,2,0.1,0.33,5,5,6,5.5
35,train,94.13832314809163,0.30631165727324083,296.125,592.25,12,0.16968271136283875,0.3393654227256775,1,2,0.1,0.33,5,5,6,5.5
35,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
36,train,86.08080526498648,0.2920820000117933,286.88461538461536,573.7692307692307,13,0.15741890668869019,0.31483781337738037,1,2,0.1,0.33,5,5,6,5.5
37,train,111.27471190232497,0.3393281968733284,304.61538461538464,609.2307692307693,13,0.18676984310150146,0.37353968620300293,1,2,0.1,0.33,5,5,6,5.5
38,train,127.21921,0.38289857,331.9166666666667,663.8333333333334,12,0.19520995020866394,0.3904199004173279,1,2,0.1,0.33,5,5,6,5.5
39,train,99.129456,0.33565673,291.7857142857143,583.5714285714286,14,0.16965490579605103,0.33930981159210205,1,2,0.1,0.33,5,5,6,5.5
40,train,94.05564090183803,0.31530571992001705,282.60714285714283,565.2142857142857,14,0.16911299526691437,0.33822599053382874,1,2,0.1,0.33,5,5,6,5.5
40,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
41,train,84.25277175903321,0.3146120445245186,259.8333333333333,519.6666666666666,15,0.1680687963962555,0.336137592792511,1,2,0.1,0.33,5,5,6,5.5
42,train,100.8155904497419,0.3396198179238658,289.17857142857144,578.3571428571429,14,0.17638319730758667,0.35276639461517334,1,2,0.1,0.33,5,5,6,5.5
43,train,115.76138,0.36697447,312.53846153846155,625.0769230769231,13,0.18467995524406433,0.36935991048812866,1,2,0.1,0.33,5,5,6,5.5
44,train,104.31909,0.34129202,296.61538461538464,593.2307692307693,13,0.1771140694618225,0.354228138923645,1,2,0.1,0.33,5,5,6,5.5
45,train,98.55787331717355,0.3260903689518309,287.89285714285717,575.7857142857143,14,0.17280149459838867,0.34560298919677734,1,2,0.1,0.33,5,5,6,5.5
45,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
46,train,69.87942250569661,0.2607470630455627,258.96666666666664,517.9333333333333,15,0.13764232397079468,0.27528464794158936,1,2,0.1,0.33,5,5,6,5.5
47,train,91.97837346394857,0.3270763492945469,271.76666666666665,543.5333333333333,15,0.16914987564086914,0.3382997512817383,1,2,0.1,0.33,5,5,6,5.5
48,train,99.82832063947406,0.32185545617844685,289.92857142857144,579.8571428571429,14,0.1715814471244812,0.3431628942489624,1,2,0.1,0.33,5,5,6,5.5
49,train,88.51233754839215,0.3114579612041852,274.10714285714283,548.2142857142857,14,0.16397488117218018,0.32794976234436035,1,2,0.1,0.33,5,5,6,5.5
50,train,101.67811066763741,0.35663414078871863,273.42857142857144,546.8571428571429,14,0.18454375863075256,0.3690875172615051,1,2,0.1,0.33,5,5,6,5.5
50,eval,911.52275390625,2.673131561279297,340.9,nan,1,nan,nan,1,2,0.1,0.33,5,5,6,5.5,eval
1,train,112.13243,0.35713598,302.2307692307692,604.4615384615385,13,0.18527951836585999,0.37055903673171997,2,2,0.1,0.33,5,5,6,6.0
2,train,127.40770626068115,0.3612214192070744,336.875,673.75,12,0.1894458681344986,0.3788917362689972,2,2,0.1,0.33,5,5,6,6.0
3,train,83.59127934773763,0.3062749320736183,264.7,529.4,15,0.1619643121957779,0.3239286243915558,2,2,0.1,0.33,5,5,6,6.0
4,train,123.89990087655875,0.3777536182485459,311.7307692307692,623.4615384615385,13,0.2010725885629654,0.4021451771259308,2,2,0.1,0.33,5,5,6,6.0
5,train,101.02332469395229,0.3310024288218506,285.0,570.0,14,0.17692993581295013,0.35385987162590027,2,2,0.1,0.33,5,5,6,6.0
5,eval,962.9708740234375,2.82164306640625,340.9,nan,1,nan,nan,2,2,0.1,0.33,5,5,6,6.0,eval
6,train,116.236511523907,0.3338527181079393,312.61538461538464,625.2307692307693,13,0.1859218329191208,0.3718436658382416,2,2,0.1,0.33,5,5,6,6.0
7,train,107.74169481717624,0.3277045432897394,311.4230769230769,622.8461538461538,13,0.17244145274162292,0.34488290548324585,2,2,0.1,0.33,5,5,6,6.0
8,train,108.65344047546387,0.320503723869715,319.875,639.75,12,0.17636355757713318,0.35272711515426636,2,2,0.1,0.33,5,5,6,6.0
9,train,93.16648712158204,0.34050260001587224,259.1,518.2,15,0.18724974989891052,0.37449949979782104,2,2,0.1,0.33,5,5,6,6.0
10,train,107.93175917405348,0.33324839875795453,302.88461538461536,605.7692307692307,13,0.18211795389652252,0.36423590779304504,2,2,0.1,0.33,5,5,6,6.0
10,eval,962.9708740234375,2.82164306640625,340.9,nan,1,nan,nan,2,2,0.1,0.33,5,5,6,6.0,eval
11,train,104.35583936251126,0.34167157024834344,295.6923076923077,591.3846153846154,13,0.18560166656970978,0.37120333313941956,2,2,0.1,0.33,5,5,6,6.0
12,train,106.76879228864398,0.35606739343258376,292.2857142857143,584.5714285714286,14,0.18271023035049438,0.36542046070098877,2,2,0.1,0.33,5,5,6,6.0
13,train,105.3080746786935,0.3595340065510718,278.5357142857143,557.0714285714286,14,0.19342941045761108,0.38685882091522217,2,2,0.1,0.33,5,5,6,6.0
14,train,101.91018513270787,0.34498606062619114,274.32142857142856,548.6428571428571,14,0.1874290257692337,0.3748580515384674,2,2,0.1,0.33,5,5,6,6.0
15,train,95.18482,0.33683833,278.75,557.5,14,0.17196638882160187,0.34393277764320374,2,2,0.1,0.33,5,5,6,6.0
15,eval,962.9708740234375,2.82164306640625,340.9,nan,1,nan,nan,2,2,0.1,0.33,5,5,6,6.0,eval
16,train,104.97540136484,0.3462436527605053,298.96153846153845,597.9230769230769,13,0.1774279922246933,0.3548559844493866,2,2,0.1,0.33,5,5,6,6.0
17,train,124.76971083420973,0.365339107618258,315.0769230769231,630.1538461538462,13,0.19799840450286865,0.3959968090057373,2,2,0.1,0.33,5,5,6,6.0
18,train,152.29105,0.4069164,352.77272727272725,705.5454545454545,11,0.2148902416229248,0.4297804832458496,2,2,0.1,0.33,5,5,6,6.0
19,train,128.56923,0.38678563,322.9583333333333,645.9166666666666,12,0.20225730538368225,0.4045146107673645,2,2,0.1,0.33,5,5,6,6.0
20,train,123.64822,0.37319958,330.25,660.5,12,0.1952810287475586,0.3905620574951172,2,2,0.1,0.33,5,5,6,6.0
20,eval,962.9708740234375,2.82164306640625,340.9,nan,1,nan,nan,2,2,0.1,0.33,5,5,6,6.0,eval
21,train,102.69174303327289,0.3442753707218965,286.67857142857144,573.3571428571429,14,0.17898237705230713,0.35796475410461426,2,2,0.1,0.33,5,5,6,6.0
22,train,106.01162011282784,0.34468054974776724,292.39285714285717,584.7857142857143,14,0.18117211759090424,0.36234423518180847,2,2,0.1,0.33,5,5,6,6.0
23,train,100.87684836754433,0.3175884360731277,309.61538461538464,619.2307692307693,13,0.16179177165031433,0.32358354330062866,2,2,0.1,0.33,5,5,6,6.0
24,train,116.0238,0.37306023,301.34615384615387,602.6923076923077,13,0.18924659490585327,0.37849318981170654,2,2,0.1,0.33,5,5,6,6.0
25,train,127.7846169104943,0.39015700618533633,307.7692307692308,615.5384615384615,13,0.20543299615383148,0.41086599230766296,2,2,0.1,0.33,5,5,6,6.0
25,eval,875.6097900390625,2.6908499240875243,322.8,nan,1,nan,nan,2,2,0.1,0.33,5,5,6,6.0,eval
26,train,98.81176430838448,0.3269541810528474,288.2857142857143,576.5714285714286,14,0.1700882911682129,0.3401765823364258,2,2,0.1,0.33,5,5,6,6.0
27,train,114.69488290640024,0.35211014496163223,309.6923076923077,619.3846153846154,13,0.18522629141807556,0.3704525828361511,2,2,0.1,0.33,5,5,6,6.0
28,train,95.33128220694405,0.32499987208578723,288.39285714285717,576.7857142857143,14,0.16389623284339905,0.3277924656867981,2,2,0.1,0.33,5,5,6,6.0
29,train,118.67936,0.38364094,295.88461538461536,591.7692307692307,13,0.20433470606803894,0.4086694121360779,2,2,0.1,0.33,5,5,6,6.0
30,train,135.73946,0.41859165,317.1666666666667,634.3333333333334,12,0.21925558149814606,0.4385111629962921,2,2,0.1,0.33,5,5,6,6.0
30,eval,962.9708740234375,2.82164306640625,340.9,nan,1,nan,nan,2,2,0.1,0.33,5,5,6,6.0,eval
31,train,103.80580030168805,0.34532665312701544,283.92857142857144,567.8571428571429,14,0.18341238796710968,0.36682477593421936,2,2,0.1,0.33,5,5,6,6.0
32,train,82.81253990760216,0.29465100591928783,281.03846153846155,562.0769230769231,13,0.16329704225063324,0.3265940845012665,2,2,0.1,0.33,5,5,6,6.0
33,train,112.93742047823392,0.34401340229522337,303.5,607.0,13,0.18634039163589478,0.37268078327178955,2,2,0.1,0.33,5,5,6,6.0
34,train,124.04354,0.40414494,301.0769230769231,602.1538461538462,13,0.20186665654182434,0.4037333130836487,2,2,0.1,0.33,5,5,6,6.0
35,train,138.83348,0.40296283,330.9166666666667,661.8333333333334,12,0.21198025345802307,0.42396050691604614,2,2,0.1,0.33,5,5,6,6.0
35,eval,962.9708740234375,2.82164306640625,340.9,nan,1,nan,nan,2,2,0.1,0.33,5,5,6,6.0,eval
36,train,92.4135373433431,0.32805724872149383,272.76666666666665,545.5333333333333,15,0.1692141890525818,0.3384283781051636,2,2,0.1,0.33,5,5,6,6.0
37,train,119.94121,0.37665194,299.2307692307692,598.4615384615385,13,0.20488187670707703,0.40976375341415405,2,2,0.1,0.33,5,5,6,6.0
38,train,111.89878757183368,0.3551301457636589,299.53846153846155,599.0769230769231,13,0.1864883303642273,0.3729766607284546,2,2,0.1,0.33,5,5,6,6.0
39,train,141.64035,0.39221585,337.7083333333333,675.4166666666666,12,0.20918932557106018,0.41837865114212036,2,2,0.1,0.33,5,5,6,6.0
40,train,101.15180969238281,0.33139812382359735,277.67857142857144,555.3571428571429,14,0.1787651777267456,0.3575303554534912,2,2,0.1,0.33,5,5,6,6.0
40,eval,962.9708740234375,2.82164306640625,340.9,nan,1,nan,nan,2,2,0.1,0.33,5,5,6,6.0,eval
41,train,94.52684008280436,0.3165842685672512,272.96666666666664,545.9333333333333,15,0.17308363318443298,0.34616726636886597,2,2,0.1,0.33,5,5,6,6.0
42,train,102.89124843052456,0.34593259490219674,277.57142857142856,555.1428571428571,14,0.18532899022102356,0.3706579804420471,2,2,0.1,0.33,5,5,6,6.0
43,train,102.24643325805664,0.3712968359109592,274.64285714285717,549.2857142857143,14,0.18527859449386597,0.37055718898773193,2,2,0.1,0.33,5,5,6,6.0
44,train,101.54496295635516,0.30995364085043187,302.9230769230769,605.8461538461538,13,0.17148052155971527,0.34296104311943054,2,2,0.1,0.33,5,5,6,6.0
45,train,97.56333,0.3190616,290.67857142857144,581.3571428571429,14,0.16746646165847778,0.33493292331695557,2,2,0.1,0.33,5,5,6,6.0
